Sample;Density;ModulusOfElasticity;PoissonsRatio
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H02 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H04 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H08 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H10 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, M20 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H04 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, OSO50 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H08 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, M20 Temper rod, shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H80 (35%) Temper rod;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900, H80 (15%) Temper shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C12900 M30 Temper shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, OSO25 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, OSO50 Temper rod, shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H00 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H02 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H04 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H08 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H10 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, M20 Temper flat products;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H04 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, OSO50 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H08 Temper wire;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, M20 Temper rod, shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H80 (35%) Temper rod;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, H80 (15%) Temper shapes;8.89;115.0;0.31
Fire-refined Tough Pitch Copper with Silver, UNS C13000, M30 Temper shapes;8.89;115.0;0.31
Phosphorus deoxidized arsenical Copper, UNS C14200;8.91;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, OSO50 Temper 25 mm rod;8.94;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, OSO15 Temper 13 mm rod;8.94;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, H02 Temper 6 mm and 13 mm rods;8.94;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, H04 Temper 6 mm rod;8.94;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, H02 Temper 25 mm and 50 mm rods;8.94;115.0;0.31
Phosphorus deoxidized tellurium bearing Copper, UNS C14500, H04 Temper 13 mm and 25 mm rods;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, OSO50 Temper 25 mm rod;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, OSO15 Temper 13 mm rod;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, H02 Temper 6 mm and 13 mm rods;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, H04 Temper 6 mm rod;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, H02 Temper 25 mm and 50 mm rods;8.94;115.0;0.31
Sulfur bearing Copper, UNS C14700, H04 Temper 13 mm and 25 mm rods;8.94;115.0;0.31
Commercial Bronze, UNS C22000 (90-10 Bronze), H04 Temper flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H06 Temper flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H08 Temper flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), M20 Temper 1 mm flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), OSO35 Temper rod;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), OSO35 Temper 6 mm flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), OSO35 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), OSO25 Temper tubing;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), OSO15 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H00 Temper rod;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H01 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H02 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H04 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H06 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H08 Temper wire;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), M20 Temper 6 mm flat products;8.8;115.0;0.307
Commercial Bronze, UNS C22000 (90-10 Bronze), H80 Temper tubing;8.8;115.0;0.307
Jewelry bronze, UNS C22600, OSO50 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO35 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO25 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO15 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H00 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H01 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H02 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H04 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H06 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H08 Temper flat products;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO50 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO35 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO25 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, OSO15 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H01 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H02 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H04 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H06 Temper wire;8.78;115.0;0.307
Jewelry bronze, UNS C22600, H08 Temper wire;8.78;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO70 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO50 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO35 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO25 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO15 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H00 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H01 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H02 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H04 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H06 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H08 Temper flat products;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H55 (15%) Temper tubing;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H80 (35%) Temper tubing;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO50 Temper tubing;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO35 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO25 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), OSO15 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H01 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H02 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H04 Temper wire;8.75;115.0;0.307
Red Brass, UNS C23000 (230 Brass), H08 Temper wire;8.75;115.0;0.307
Extra-high-leaded brass, UNS C35600;8.5;97.0;0.31
Free-Cutting Brass, UNS C36000;8.49;97.0;0.31
Architectural Bronze, UNS C38000;8.4;97.0;0.31
Architectural Bronze, UNS C38500;8.47;97.0;0.31
Low-silicon bronze B, UNS C65100, OSO35 Temper rod;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, OSO15 Temper tubing;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H00 Temper 2 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H00 (21%) Temper 11 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H01 Temper 2 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H02 (37%) Temper 11 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H02 Temper 2 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H04 (60%) Temper 11 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H04 (36%) Temper rod;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H04 Temper 2 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H06 (50%) Temper rod;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H06 Temper 2 mm wire;8.75;115.0;0.31
Low-silicon bronze B, UNS C65100, H80 (35%) Temper tubing;8.75;115.0;0.31
Copper, UNS C65400, H01 Temper strip;8.55;117.0;0.31
Copper, UNS C70400;8.94;115.0;0.31
Copper, UNS C70400, O61 Temper;8.94;115.0;0.31
Copper, UNS C70400, OSO15 Temper;8.94;115.0;0.31
Copper, UNS C70400, H01 Temper;8.94;115.0;0.31
Copper, UNS C70400, H02 Temper;8.94;115.0;0.31
Copper, UNS C70400, H04 Temper;8.94;115.0;0.31
Copper, UNS C70400, H06 Temper;8.94;115.0;0.31
Copper, UNS C70400, H08 Temper;8.94;115.0;0.31
Copper, UNS C70400, H55 Temper;8.94;115.0;0.31
Copper nickel 10%, UNS C70600;8.94;140.0;0.33
Aluminum Bronze, UNS C95200, Copper Casting Alloy;7.64;105.0;0.31
Ductile Iron tension grade 80-55-06;7.15;168.0;0.31
Ductile Iron compression grade 65-45-12;7.15;163.0;0.31
Ductile Iron compression grade 80-55-06;7.15;165.0;0.31
A13 Aluminum-28 v/o Thornel-50 Composite;2.4;145.0;0.306
Titanium 11 (Ti-6Al-2Sn-1.5Zr-1Mo-0.35Bi-0.1Si);4.5;115.0;0.31
Titanium 11 (Ti-6Al-2Sn-1.5Zr-1Mo-0.35Bi-0.1Si), Aged;4.5;115.0;0.31
Titanium Ti-6Al-2Nb-1Ta-0.8Mo (Ti-621/0.8), as-rolled;4.48;117.0;0.31
Titanium Ti-6Al-2Nb-1Ta-0.8Mo (Ti-621/0.8), STA-1;4.48;115.0;0.31
Titanium Ti-6Al-2Nb-1Ta-0.8Mo (Ti-621/0.8), STA;4.48;115.0;0.31
Titanium IMI 230 (Ti-2.5Cu);4.56;105.0;0.31
Titanium IMI 230 (Ti-2.5Cu), aged;4.56;105.0;0.31
Titanium Ti-5Al-2.5Sn (Grade 6);4.48;117.5;0.31
Titanium Ti-6Al-2Nb-1Ta-1Mo;4.48;114.0;0.31
Titanium IMI 679 (Ti-11Sn-5Zr-2.25Al-1Mo-0.25Si), Oil-Quenched and Aged;4.84;115.0;0.31
Titanium IMI 679 (Ti-11Sn-5Zr-2.25Al-1Mo-0.25Si), Air Cooled and Aged;4.84;115.0;0.31
Titanium IMI 834;4.55;120.0;0.31
Titanium Ti-11.5Mo-6Zr-4.5Sn, ST 720°C, Aged 495°C;5.06;108.0;0.31
Carpenter 20Cb-3 Stainless Steel;8.08;193.0;0.31
H.C. Starck NRC 91 Tantalum - 7% Tungsten Alloy;16.8;186.0;0.31
Haynes R-41 alloy, 0.635 mm thick sheet, solution heat treated at 1079°C, water quenched, 30 minutes at 1066°C, aged 16 hours at 760°C (1400°F), air cooled;8.25;185.0;0.31
Haynes R-41 alloy, 1.27 mm thick sheet, solution heat treated at 1079°C, water quenched, 30 minutes at 1066°C, aged 16 hours at 760°C (1400°F), air cooled;8.25;222.0;0.31
Haynes R-41 alloy, 1.27 mm thick sheet, solution heat treated at 1079°C, water quenched, 30 minutes at 1066°C, air cooled, aged 16 hours at 760°C (1400°F);8.25;218.0;0.31
Special Metals INCONEL C276 Nickel Superalloy Tubing, 24% Cold Work;8.89;205.0;0.307
Special Metals INCONEL C276 Nickel Superalloy Tubing, 27% Cold Work;8.89;205.0;0.307
Special Metals INCONEL C276 Nickel Superalloy Tubing, 30% Cold Work;8.89;205.0;0.307
Special Metals INCONEL C276 Nickel Superalloy Plate;8.89;205.0;0.307
Special Metals INCONEL C276 Nickel Superalloy Bar;8.89;205.0;0.307
Special Metals INCONEL C276 Nickel Superalloy Sheet;8.89;205.0;0.307
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Age Hardened Round;8.3;204.0;0.31
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Age Hardened Tube;8.3;204.0;0.31
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725) Age Hardened Strip;8.3;204.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Hot-Finished Rod and Bar;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Hot-Finished and Aged Rod and Bar;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Cold-Drawn Rod and Bar;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Cold-Drawn and Aged Rod and Bar;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Half-Hard Strip;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Half-Hard and Aged Strip;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Spring Strip;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Spring Strip, Aged;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Spring Wire;8.19;207.0;0.31
Special Metals DURANICKEL 301 (UNS N03301) Spring Wire, Aged;8.19;207.0;0.31
Special Metals INCONEL alloy 783 Ni-Co-Fe Alloy;7.81;177.0;0.31
Special Metals INCOLOY Alloy 945 Nickel-Iron-Chromium Alloy, Pump Shaft Grade, Cold Worked and Aged Rod (UNS N09945);8.2;195.0;0.31
Special Metals INCOLOY Alloy 945X Nickel-Iron-Chromium Alloy, Pump Shaft Grade, Cold Worked and Aged Rod (UNS N09945);8.27;203.0;0.31
ATI Allegheny Ludlum AL 625HP™ Stainless Steel;8.44;205.0;0.306
ATI Allegheny Ludlum AL 200™ Nickel Alloy, UNS N02200;8.9;207.0;0.31
ATI Allegheny Ludlum AL 201™ Nickel Alloy, UNS N02201;8.9;207.0;0.31
Plenco 1581 Polyester, Briquette, Transfer Molded;1.83;12.9;0.31
Plenco 6401 Phenolic, Granular, Compression Molded;1.75;14.3;0.31
Plenco 6500 Phenolic, Briquette, Transfer Molded;1.76;14.3;0.31
Toray 2510 Prepreg Laminate with P707AG-15 Fiber (Oven Cure);1.52;66.7;0.31
Alfa Chemistry Materials Cobalt Nanoparticle Dispersion;8.9;209.0;0.31
Alfa Chemistry Materials Cobalt Nanorods;8.9;209.0;0.31
Bismuth, Bi;9.8;31.7;0.33
Cadmium, Cd;8.64;55.2;0.33
Cobalt, Co;8.8;211.0;0.32
Tin, Sn;6.53;42.95;0.33
Tellurium, Te;6.23;40.0;0.33
Titanium, Ti;4.5;116.0;0.34
Zirconium, Zr;6.53;94.5;0.34
CeramTec Alunit Aluminum Nitride;3.33;320.0;0.32
CeramTec 848 Zirconia, ZrO2•MgO;6.0;186.0;0.33
ENrG Thin E-Strate Zirconia Ribbon Ceramic Substrate;6.04;207.0;0.32
Ferro Zirmonite 1000, TZP;6.05;172.0;0.33
Mateck Window Grade Zinc Selenide, ZnSe;5.26;77.6;0.311
Morgan Advanced Ceramics Mac-Copper OFHC-WM Braze Alloy;8.94;125.0;0.34
Morgan Advanced Ceramics Mac-Copper ABA™L-WM Braze Alloy;8.11;96.0;0.33
Ohara S-LAH52Q Optical Glass;4.47;1100.0;0.313
Aluminum Alloys, General;2.7;70.0;0.33
Aluminum 1050-H14;2.7;69.0;0.33
Aluminum 1050-H16;2.7;69.0;0.33
Aluminum 1050-H18;2.7;69.0;0.33
Aluminum 1050-O;2.7;69.0;0.33
Aluminum 1060-H112;2.7;69.0;0.33
Aluminum 1060-H12;2.7;68.9;0.33
Aluminum 1060-H14;2.7;68.9;0.33
Aluminum 1060-H16;2.7;68.9;0.33
Aluminum 1060-H18;2.7;68.9;0.33
Aluminum 1060-O;2.7;68.9;0.33
Aluminum 1100-H112;2.71;69.0;0.33
Aluminum 1100-H12;2.71;68.9;0.33
Aluminum 1100-H14;2.71;68.9;0.33
Aluminum 1100-H16;2.71;68.9;0.33
Aluminum 1100-H18;2.71;68.9;0.33
Aluminum 1100-H19 Foil;2.71;69.0;0.33
Aluminum 1100-O;2.71;68.9;0.33
Aluminum 1145-H18;2.7;69.0;0.33
Aluminum 1145-H19 Foil;2.7;69.0;0.33
Aluminum 1145-O;2.7;69.0;0.33
Aluminum 1180-H18;2.7;67.0;0.33
Aluminum 1180-O;2.7;67.0;0.33
Aluminum 1199-H18;2.7;62.0;0.33
Aluminum 1199-O;2.7;62.0;0.33
Aluminum 1235-H19 Foil;2.7;69.0;0.33
Aluminum 1235-O Foil;2.7;69.0;0.33
Aluminum 1350-H111;2.7;69.0;0.33
Aluminum 1350-H112;2.7;69.0;0.33
Aluminum 1350-H12;2.7;68.9;0.33
Aluminum 1350-H14;2.7;68.9;0.33
Aluminum 1350-H16;2.7;68.9;0.33
Aluminum 1350-H18;2.7;69.0;0.33
Aluminum 1350-H19;2.7;68.9;0.33
Aluminum 1350-O;2.7;68.9;0.33
Aluminum 2007-T3;2.82;73.0;0.33
Aluminum 2007-T351, T3510, T3511;2.82;73.0;0.33
Aluminum 2007-T4;2.82;73.0;0.33
Aluminum 2011-T3;2.83;70.3;0.33
Aluminum 2011-T4;2.82;70.0;0.33
Aluminum 2011-T6;2.83;70.0;0.33
Aluminum 2011-T8;2.83;70.3;0.33
Aluminum 2014-O;2.8;72.75;0.33
Aluminum 2014-T3;2.8;72.4;0.33
Aluminum 2018-T61;2.82;74.5;0.33
Alclad Aluminum 2024-T361;2.78;73.1;0.33
Alclad Aluminum 2024-T42;2.77;72.4;0.33
Alclad Aluminum 2024-T62;2.77;72.4;0.33
Alclad Aluminum 2024-T72;2.77;72.4;0.33
Alclad Aluminum 2024-T861;2.78;73.1;0.33
Aluminum 2024-O;2.78;73.1;0.33
Aluminum 2024-T3;2.78;73.1;0.33
Aluminum 2024-T361;2.78;73.1;0.33
Aluminum 2024-T6;2.78;72.4;0.33
Aluminum 2024-T72;2.77;72.4;0.33
Aluminum 2024-T81;2.78;72.4;0.33
Aluminum 2024-T851;2.78;72.4;0.33
Aluminum 2024-T86;2.78;72.4;0.33
Aluminum 2025-T6;2.81;71.7;0.33
Aluminum 2030-T3;2.81;73.0;0.33
Aluminum 2030-T351;2.81;73.0;0.33
Aluminum 2030-T4;2.81;73.0;0.33
Aluminum 2036-T4;2.75;71.0;0.33
Aluminum 2048-T851 Plate;2.75;73.5;0.33
Aluminum 2090-O;2.59;76.0;0.34
Aluminum 2090-T3;2.59;76.0;0.34
Aluminum 2090-T83;2.59;76.0;0.34
Aluminum 2090-T84;2.59;76.0;0.34
Aluminum 2090-T86;2.59;76.0;0.34
Aluminum 2117-T4;2.75;71.0;0.33
Aluminum 2124-O;2.78;73.0;0.33
Aluminum 2124-T351;2.78;73.0;0.33
Aluminum 2124-T851 (Extended High Temperature Data);2.78;72.55;0.33
Aluminum 2124-T851;2.78;72.55;0.33
Aluminum 2218-T61;2.81;74.4;0.33
Aluminum 2218-T61 (Includes Creep/Rupture/Fatigue Data);2.81;74.4;0.33
Aluminum 2218-T71;2.81;74.4;0.33
Aluminum 2218-T72;2.81;74.5;0.33
Alclad Aluminum 2219-O;2.84;73.8;0.33
Alclad Aluminum 2219-T31;2.84;73.8;0.33
Alclad Aluminum 2219-T351;2.84;73.8;0.33
Alclad Aluminum 2219-T37;2.84;73.8;0.33
Alclad Aluminum 2219-T62;2.84;73.8;0.33
Alclad Aluminum 2219-T81;2.84;73.8;0.33
Alclad Aluminum 2219-T851;2.84;73.8;0.33
Alclad Aluminum 2219-T87;2.84;73.8;0.33
Aluminum 2219-O;2.84;73.1;0.33
Aluminum 2219-T31;2.84;73.1;0.33
Aluminum 2219-T351;2.84;73.1;0.33
Aluminum 2219-T37;2.84;73.1;0.33
Aluminum 2219-T62;2.84;73.1;0.33
Aluminum 2219-T81;2.84;73.1;0.33
Aluminum 2219-T851;2.84;73.1;0.33
Aluminum 2219-T851 (Extended High Temperature Data);2.84;73.1;0.33
Aluminum 2219-T87;2.84;73.1;0.33
Aluminum 2219-T87 (Extended Creep-Rupture Data);2.84;73.1;0.33
Aluminum 2319;2.84;72.0;0.33
Aluminum 2324-T39;2.77;72.4;0.33
Aluminum 2618-T61;2.76;74.5;0.33
Aluminum 2618-T61 (Includes Creep/Rupture Data);2.76;74.5;0.33
Alclad Aluminum 3003-H112;2.73;70.0;0.33
Aluminum 3003-H112;2.73;70.0;0.33
Aluminum 3003-H12;2.73;68.9;0.33
Aluminum 3003-H14;2.73;68.9;0.33
Aluminum 3003-H16;2.73;68.9;0.33
Aluminum 3003-H18;2.73;68.9;0.33
Aluminum 3003-H19 Foil;2.73;69.0;0.33
Aluminum 3003-O;2.73;68.9;0.33
Aluminum 3005-H14;2.73;69.0;0.34
Aluminum 3005-H18;2.73;69.0;0.34
Aluminum 3005-O;2.73;69.0;0.34
Aluminum 3102-H112;2.71;71.0;0.33
Aluminum 3102-O;2.71;71.0;0.33
Aluminum 3104-H19;2.72;69.0;0.34
Aluminum 3105-H12;2.72;68.9;0.33
Aluminum 3105-H14;2.72;68.9;0.33
Aluminum 3105-H16;2.72;68.9;0.33
Aluminum 3105-H18;2.72;68.9;0.33
Aluminum 3105-H25;2.72;68.9;0.33
Aluminum 3105-O;2.72;68.9;0.33
Aluminum 4032-T6;2.68;78.6;0.34
Aluminum 5005-H12;2.7;68.9;0.33
Aluminum 5005-H14;2.7;68.9;0.33
Aluminum 5005-H16;2.7;68.9;0.33
Aluminum 5005-H18;2.7;68.9;0.33
Aluminum 5005-H32;2.7;68.9;0.33
Aluminum 5005-H34;2.7;68.9;0.33
Aluminum 5005-H36;2.7;68.9;0.33
Aluminum 5005-H38;2.7;68.9;0.33
Aluminum 5005-O;2.7;68.9;0.33
Aluminum 5042-H19;2.67;70.0;0.33
Aluminum 5050-H32;2.69;68.9;0.33
Aluminum 5050-H34;2.69;68.9;0.33
Aluminum 5050-H36;2.69;68.9;0.33
Aluminum 5050-H38;2.69;68.9;0.33
Aluminum 5050-O;2.69;68.9;0.33
Aluminum 5052-H19 Foil;2.68;70.0;0.33
Aluminum 5052-H32;2.68;70.3;0.33
Aluminum 5052-H34;2.68;70.3;0.33
Aluminum 5052-H36;2.68;70.3;0.33
Aluminum 5052-H38;2.68;70.3;0.33
Aluminum 5052-O;2.68;70.3;0.33
Aluminum 5056-H18;2.64;71.0;0.33
Aluminum 5056-H191 Foil;2.64;72.0;0.33
Aluminum 5056-H38;2.64;71.0;0.33
Aluminum 5056-O;2.64;71.0;0.33
Aluminum 5082-H19;2.65;70.0;0.33
Aluminum 5083-H112;2.66;70.3;0.33
Aluminum 5083-O;2.66;70.65;0.33
